model_key,arm,reference,gravity,attempt,outcome,matched_units,base_layouts,mean_arm_minus_retry,ci95_low,ci95_high,eligibility
gemini31pro,full,neither,all,1,best_so_far_action_quality,125,66,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,full,neither,all,1,best_so_far_distance_px,125,66,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,full,neither,all,2,best_so_far_action_quality,125,66,-0.001538438938268725,-0.029726801899674582,0.02318110450296007,shared_attempt_1_failed
gemini31pro,full,neither,all,2,best_so_far_distance_px,125,66,-1.9151420963464407,-9.40097374130654,5.217579147200395,shared_attempt_1_failed
gemini31pro,full,neither,all,3,best_so_far_action_quality,125,66,0.006191864694995428,-0.021486935788984446,0.033619543902198776,shared_attempt_1_failed
gemini31pro,full,neither,all,3,best_so_far_distance_px,125,66,-0.8388885361529654,-8.310042264740469,6.135021589369352,shared_attempt_1_failed
gemini31pro,full,neither,all,4,best_so_far_action_quality,125,66,0.00467484475013864,-0.027269344165873673,0.036950334987008775,shared_attempt_1_failed
gemini31pro,full,neither,all,4,best_so_far_distance_px,125,66,0.07895196541213563,-7.262305992859548,7.163710321127178,shared_attempt_1_failed
gemini31pro,full,neither,all,5,best_so_far_action_quality,125,66,0.008345222976109614,-0.021230077712681386,0.04005525975657677,shared_attempt_1_failed
gemini31pro,full,neither,all,5,best_so_far_distance_px,125,66,0.8223815308372178,-6.651068198065107,8.720640589845079,shared_attempt_1_failed
gemini31pro,full,neither,all,6,best_so_far_action_quality,125,66,0.01340445001162808,-0.01674137888775133,0.04531553475821945,shared_attempt_1_failed
gemini31pro,full,neither,all,6,best_so_far_distance_px,125,66,0.1331596682354441,-7.928923907626357,7.849556983530094,shared_attempt_1_failed
gemini31pro,full,neither,all,7,best_so_far_action_quality,125,66,0.009200184187906838,-0.019917344419745565,0.04088367036835345,shared_attempt_1_failed
gemini31pro,full,neither,all,7,best_so_far_distance_px,125,66,0.9441027247133514,-6.688711792816778,8.975819493367895,shared_attempt_1_failed
gemini31pro,full,neither,all,8,best_so_far_action_quality,125,66,0.006849237548171802,-0.0207580588070531,0.03577124138993298,shared_attempt_1_failed
gemini31pro,full,neither,all,8,best_so_far_distance_px,125,66,1.6438764942241968,-5.634858009538172,9.176052984226182,shared_attempt_1_failed
gemini31pro,full,neither,downward,1,best_so_far_action_quality,66,66,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,full,neither,downward,1,best_so_far_distance_px,66,66,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,full,neither,downward,2,best_so_far_action_quality,66,66,0.007593264717574818,-0.02545424654748239,0.0427428348287557,shared_attempt_1_failed
gemini31pro,full,neither,downward,2,best_so_far_distance_px,66,66,-3.8731219139578177,-16.990830924818244,8.266686754759109,shared_attempt_1_failed
gemini31pro,full,neither,downward,3,best_so_far_action_quality,66,66,0.012383942973289055,-0.02213450480631726,0.05452396119975971,shared_attempt_1_failed
gemini31pro,full,neither,downward,3,best_so_far_distance_px,66,66,1.0095864333292208,-10.535443230685415,12.087442220004938,shared_attempt_1_failed
gemini31pro,full,neither,downward,4,best_so_far_action_quality,66,66,0.014061128116905899,-0.02621742632865937,0.058030578736762074,shared_attempt_1_failed
gemini31pro,full,neither,downward,4,best_so_far_distance_px,66,66,1.2986368187798345,-9.432340134386452,12.17729830354811,shared_attempt_1_failed
gemini31pro,full,neither,downward,5,best_so_far_action_quality,66,66,0.014412479303598073,-0.026165927917640188,0.059621172799521206,shared_attempt_1_failed
gemini31pro,full,neither,downward,5,best_so_far_distance_px,66,66,4.027879415753574,-7.780323493610485,17.17201641702642,shared_attempt_1_failed
gemini31pro,full,neither,downward,6,best_so_far_action_quality,66,66,0.00464846332514645,-0.03645394804037921,0.04853608761389135,shared_attempt_1_failed
gemini31pro,full,neither,downward,6,best_so_far_distance_px,66,66,5.4632920315038795,-6.026061204949869,18.64343826183212,shared_attempt_1_failed
gemini31pro,full,neither,downward,7,best_so_far_action_quality,66,66,-0.0031151608395079077,-0.04366843980239192,0.040022510002936676,shared_attempt_1_failed
gemini31pro,full,neither,downward,7,best_so_far_distance_px,66,66,7.3676203049598525,-4.379274993598759,20.639159125560024,shared_attempt_1_failed
gemini31pro,full,neither,downward,8,best_so_far_action_quality,66,66,-0.01336882095554141,-0.04902910767782374,0.013131919066505923,shared_attempt_1_failed
gemini31pro,full,neither,downward,8,best_so_far_distance_px,66,66,9.727957547827002,0.3788182650972319,21.953025172709236,shared_attempt_1_failed
gemini31pro,full,neither,upward,1,best_so_far_action_quality,59,59,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,full,neither,upward,1,best_so_far_distance_px,59,59,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,full,neither,upward,2,best_so_far_action_quality,59,59,-0.011936091715447628,-0.05039027374085184,0.018580669998148017,shared_attempt_1_failed
gemini31pro,full,neither,upward,2,best_so_far_distance_px,59,59,0.04792016277094538,-7.593011441743849,7.3184402348599855,shared_attempt_1_failed
gemini31pro,full,neither,upward,3,best_so_far_action_quality,59,59,-1.3914928796567898e-05,-0.0411183965277507,0.03650788288769561,shared_attempt_1_failed
gemini31pro,full,neither,upward,3,best_so_far_distance_px,59,59,-2.9930063640533158,-12.740321548214103,5.622692293093996,shared_attempt_1_failed
gemini31pro,full,neither,upward,4,best_so_far_action_quality,59,59,-0.005270422859279474,-0.05619291885943781,0.04780955526721111,shared_attempt_1_failed
gemini31pro,full,neither,upward,4,best_so_far_distance_px,59,59,-1.276074078051986,-12.306356594153247,8.056610472315068,shared_attempt_1_failed
gemini31pro,full,neither,upward,5,best_so_far_action_quality,59,59,0.0025528811932937446,-0.049599094982985086,0.05371104797803281,shared_attempt_1_failed
gemini31pro,full,neither,upward,5,best_so_far_distance_px,59,59,-2.670269824892666,-13.927653176357682,6.38166876253321,shared_attempt_1_failed
gemini31pro,full,neither,upward,6,best_so_far_action_quality,59,59,0.024794288367297898,-0.02628482313533377,0.08146802301084409,shared_attempt_1_failed
gemini31pro,full,neither,upward,6,best_so_far_distance_px,59,59,-5.817973528332569,-17.684935500545624,3.6591937170321267,shared_attempt_1_failed
gemini31pro,full,neither,upward,7,best_so_far_action_quality,59,59,0.024072866437399316,-0.026550861159285295,0.08022798463631728,shared_attempt_1_failed
gemini31pro,full,neither,upward,7,best_so_far_distance_px,59,59,-6.1339257756717265,-17.639928541049716,3.366158833902607,shared_attempt_1_failed
gemini31pro,full,neither,upward,8,best_so_far_action_quality,59,59,0.030283317474910944,-0.02310623883757959,0.08889376499873798,shared_attempt_1_failed
gemini31pro,full,neither,upward,8,best_so_far_distance_px,59,59,-7.2087074782785105,-19.250317561948137,3.1072166050586354,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,1,best_so_far_action_quality,11,11,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,1,best_so_far_distance_px,11,11,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,2,best_so_far_action_quality,11,11,0.060651622011928356,0.0,0.18195486603578506,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,2,best_so_far_distance_px,11,11,-26.57277123097658,-79.71831369292975,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,3,best_so_far_action_quality,11,11,0.08090569608853591,0.0,0.24271708826560776,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,3,best_so_far_distance_px,11,11,-20.55078241774301,-61.65234725322903,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,4,best_so_far_action_quality,11,11,0.07985417250862002,0.0,0.23956251752586005,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,4,best_so_far_distance_px,11,11,-16.15206070206006,-48.45618210618017,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,5,best_so_far_action_quality,11,11,0.07985417250862002,0.0,0.23956251752586005,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,5,best_so_far_distance_px,11,11,-16.15206070206006,-48.45618210618017,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,6,best_so_far_action_quality,11,11,0.07985417250862002,0.0,0.23956251752586005,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,6,best_so_far_distance_px,11,11,-16.15206070206006,-48.45618210618017,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,7,best_so_far_action_quality,11,11,0.07985417250862002,0.0,0.23956251752586005,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,7,best_so_far_distance_px,11,11,-16.15206070206006,-48.45618210618017,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,8,best_so_far_action_quality,11,11,0.020383750173800827,0.0,0.061151250521402474,shared_attempt_1_failed
gemini31pro,trace_status,neither,all,8,best_so_far_distance_px,11,11,-2.750107814503859,-8.250323443511576,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,1,best_so_far_action_quality,5,5,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,1,best_so_far_distance_px,5,5,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,2,best_so_far_action_quality,5,5,0.13343356842624238,0.0,0.4003007052787272,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,2,best_so_far_distance_px,5,5,-58.46009670814848,-175.38029012444545,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,3,best_so_far_action_quality,5,5,0.17799253139477902,0.0,0.5339775941843371,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,3,best_so_far_distance_px,5,5,-45.21172131903462,-135.63516395710388,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,4,best_so_far_action_quality,5,5,0.17567917951896403,0.0,0.5270375385568922,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,4,best_so_far_distance_px,5,5,-35.534533544532124,-106.60360063359636,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,5,best_so_far_action_quality,5,5,0.17567917951896403,0.0,0.5270375385568922,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,5,best_so_far_distance_px,5,5,-35.534533544532124,-106.60360063359636,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,6,best_so_far_action_quality,5,5,0.17567917951896403,0.0,0.5270375385568922,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,6,best_so_far_distance_px,5,5,-35.534533544532124,-106.60360063359636,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,7,best_so_far_action_quality,5,5,0.17567917951896403,0.0,0.5270375385568922,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,7,best_so_far_distance_px,5,5,-35.534533544532124,-106.60360063359636,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,8,best_so_far_action_quality,5,5,0.04484425038236182,0.0,0.13453275114708546,shared_attempt_1_failed
gemini31pro,trace_status,neither,downward,8,best_so_far_distance_px,5,5,-6.050237191908489,-18.150711575725467,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,1,best_so_far_action_quality,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,1,best_so_far_distance_px,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,2,best_so_far_action_quality,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,2,best_so_far_distance_px,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,3,best_so_far_action_quality,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,3,best_so_far_distance_px,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,4,best_so_far_action_quality,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,4,best_so_far_distance_px,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,5,best_so_far_action_quality,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,5,best_so_far_distance_px,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,6,best_so_far_action_quality,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,6,best_so_far_distance_px,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,7,best_so_far_action_quality,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,7,best_so_far_distance_px,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,8,best_so_far_action_quality,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gemini31pro,trace_status,neither,upward,8,best_so_far_distance_px,6,6,0.0,0.0,0.0,shared_attempt_1_failed
gpt5,full,neither,all,1,best_so_far_action_quality,123,66,0.0,0.0,0.0,shared_attempt_1_failed
gpt5,full,neither,all,1,best_so_far_distance_px,123,66,0.0,0.0,0.0,shared_attempt_1_failed
gpt5,full,neither,all,2,best_so_far_action_quality,123,66,0.026805349672688963,0.0026841915850943825,0.05104333753562299,shared_attempt_1_failed
gpt5,full,neither,all,2,best_so_far_distance_px,123,66,-10.91723016868041,-24.706647688407273,-0.5875415904852865,shared_attempt_1_failed
gpt5,full,neither,all,3,best_so_far_action_quality,123,66,0.01818869210980948,-0.004333512505595493,0.0420941248641298,shared_attempt_1_failed
gpt5,full,neither,all,3,best_so_far_distance_px,123,66,-7.186867612219515,-21.978126987543245,5.196896595205849,shared_attempt_1_failed
gpt5,full,neither,all,4,best_so_far_action_quality,123,66,0.0008907530398375255,-0.02466813227742401,0.0257022991140106,shared_attempt_1_failed
gpt5,full,neither,all,4,best_so_far_distance_px,123,66,-2.323366371889186,-18.192166422398277,12.782978245507215,shared_attempt_1_failed
gpt5,full,neither,all,5,best_so_far_action_quality,123,66,-0.0036636923200079247,-0.029974840352487073,0.021954643167454223,shared_attempt_1_failed
gpt5,full,neither,all,5,best_so_far_distance_px,123,66,-0.41220922735691523,-16.401184480816884,14.67228725936231,shared_attempt_1_failed
gpt5,full,neither,all,6,best_so_far_action_quality,123,66,-0.003980949854447022,-0.029053101411176938,0.02090767863162996,shared_attempt_1_failed
gpt5,full,neither,all,6,best_so_far_distance_px,123,66,1.4281647565808293,-11.431855927135627,15.28076191952548,shared_attempt_1_failed
gpt5,full,neither,all,7,best_so_far_action_quality,123,66,-0.017244530927751224,-0.06026802824629127,0.01779590862353332,shared_attempt_1_failed
gpt5,full,neither,all,7,best_so_far_distance_px,123,66,4.645456261300831,-9.657562021694238,21.281315139503384,shared_attempt_1_failed
gpt5,full,neither,all,8,best_so_far_action_quality,123,66,-0.029929518381319475,-0.07668776415470349,0.010190652015201663,shared_attempt_1_failed
